name,link_target,region,rng,elev,prom,col,lat,lon,sources
Altan Hohiy,Altan Hohiy,,,3350.0,1687.0,1663.0,,,list-of-ultras-of-central-asia
Cerro Raya,Cerro Raya,,,2070.0,1686.0,384.0,,,list-of-ultras-of-south-america
Gora Imeni Fuchika,Gora Imeni Fuchika,,,4573.0,1686.0,2887.0,,,list-of-ultras-of-central-asia
Grigna Settentrionale,Grigna Settentrionale,,,2409.0,1686.0,,,,list-of-european-ultra-prominent-peaks
Mila Kuh,Mila Kuh,,Eastern Iran,2888.0,1686.0,1202.0,,,list-of-ultras-of-west-asia
Ollagüe,Ollagüe,&nbsp;/&nbsp;,,5868.0,1686.0,4182.0,,,list-of-ultras-of-south-america
Pikes Peak,,Colorado,Front Range,4302.31,1685.547,,38.8405,-105.0442,list-of-ultras-of-north-america
Gora Mungun-Tayga,Gora Mungun-Tayga,,,3970.0,1685.0,2285.0,,,list-of-ultras-of-central-asia
Khan Tengri,Khan Tengri,&nbsp;/&nbsp;,,7010.0,1685.0,5310.0,,,list-of-ultras-of-central-asia
Dafla Range,Dafla Range,,,3776.0,1684.0,2092.0,,,list-of-ultras-of-the-himalayas
Mount Perseus (British Columbia),,British Columbia,Quesnel Highland,2553.0,1683.0,,52.3541,-120.5327,list-of-ultras-of-north-america
Tokinskiy Stanovik,Tokinskiy Stanovik,,,2380.0,1683.0,697.0,,,list-of-ultras-of-northeast-asia
Mount Russell (Alaska),,Alaska,Alaska Range,3557.023,1682.499,,62.7984,-151.8845,list-of-ultras-of-north-america
Point 5800,Point 5800,,,5800.0,1682.0,4118.0,,,list-of-ultras-of-the-himalayas
Jiaojin Shan,Jiaojin Shan,,,5734.0,1681.0,4053.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Point 5641,Point 5641,&nbsp;/&nbsp;,,5641.0,1681.0,3960.0,,,list-of-ultras-of-the-himalayas
Farquhar Peak (British Columbia),,British Columbia,King Island,1679.0,1679.0,,52.3216,-127.3065,list-of-ultras-of-north-america
Gora Tastau,Gora Tastau,,,2993.0,1679.0,1314.0,,,list-of-ultras-of-central-asia
Monte Bondone,Monte Bondone,,,2180.0,1679.0,,,,list-of-european-ultra-prominent-peaks
Overseer Mountain,,British Columbia,Coast Mountains,2749.0,1679.0,,50.5288,-123.3809,list-of-ultras-of-north-america
Mount Nebo (Utah),,Utah,Wasatch Range,3637.057,1678.842,,39.8219,-111.7603,list-of-ultras-of-north-america
Antisana,Antisana,,,5704.0,1678.0,4026.0,,,list-of-ultras-of-south-america
Badi malika,Badi malika,,,4390.0,1678.0,2712.0,,,list-of-ultras-of-the-himalayas
Mount Archibald,,Yukon,Saint Elias Mountains,2588.0,1678.0,,60.7842,-137.8736,list-of-ultras-of-north-america
Mount Salak,Mount Salak,Java,,2211.0,1678.0,533.0,,,list-of-ultras-of-the-malay-archipelago
Pik Tandykul,Pik Tandykul,&nbsp;/&nbsp;,,5544.0,1677.0,3867.0,,,list-of-ultras-of-central-asia
Lyavirdyr,Lyavirdyr,,,6361.0,1676.0,4685.0,,,list-of-ultras-of-central-asia
Presanella,Presanella,,,3558.0,1676.0,,,,list-of-european-ultra-prominent-peaks
Talchako Mountain,,British Columbia,Coast Mountains,3037.0,1676.0,,52.0919,-126.0159,list-of-ultras-of-north-america
Kuh-e Takht,Kuh-e Takht,,Zagros Mountains,2975.0,1675.0,1300.0,,,list-of-ultras-of-west-asia
Mount Butak,Mount Butak,Java,,2868.0,1675.0,1193.0,,,list-of-ultras-of-the-malay-archipelago
Snøhetta,Snøhetta,,,2286.0,1675.0,611.0,,,list-of-european-ultra-prominent-peaks
Mazar Shan,Mazar Shan,,,6542.0,1674.0,4868.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Rangrik Rang,Rangrik Rang,,,6684.0,1674.0,5010.0,,,list-of-ultras-of-the-himalayas
Sob Gangri,Sob Gangri,,,6224.0,1674.0,4550.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Hathi Parbat,Hathi Parbat,,,6727.0,1673.0,5054.0,,,list-of-ultras-of-the-himalayas
Point 6310,Point 6310,,,6310.0,1673.0,4637.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Soviet Constitution Peak,Soviet Constitution Peak,,,5281.0,1673.0,3608.0,,,list-of-ultras-of-central-asia
Cerro Elefantes,Cerro Elefantes,,,2000.0,1671.0,329.0,,,list-of-ultras-of-south-america
Phu Tra,Phu Tra,,,2540.0,1670.0,870.0,,,list-of-ultras-of-southeast-asia
Faisal Peak,,British Columbia,Coast Mountains,2239.0,1669.0,,56.8857,-130.5798,list-of-ultras-of-north-america
Kula Kangri,Kula Kangri,&nbsp;/&nbsp;,,7553.0,1669.0,5884.0,,,list-of-ultras-of-the-himalayas
Nuussuaq Peninsula,,,Island of Greenland,2144.0,1669.0,,70.6966,-52.9728,list-of-ultras-of-north-america
Whiting Peak (British Columbia),,British Columbia,Coast Mountains,2524.0,1669.0,,58.1389,-132.9346,list-of-ultras-of-north-america
Cerro Azul,Cerro Azul (Ecuador volcano),Isabela Island,,1689.0,1668.0,21.0,,,list-of-ultras-of-south-america
The Pinnacles (British Columbia),,British Columbia,Columbia Mountains,2573.0,1667.0,,50.1953,-118.229,list-of-ultras-of-north-america
Bu Gyai Kangri,Bu Gyai Kangri,,,6328.0,1666.0,4662.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Jakupica,Jakupica,,,2540.0,1666.0,874.0,,,list-of-european-ultra-prominent-peaks
Këndrevica,Këndrevica,,,2121.0,1666.0,455.0,,,list-of-european-ultra-prominent-peaks
Birnhorn,Birnhorn,,,2634.0,1665.0,,,,list-of-european-ultra-prominent-peaks
Mount Bintumani,Mount Bintumani,,,1945.0,1665.0,280.0,,,list-of-ultras-of-africa
San Cristóbal Volcano,,,Cordillera Los Maribios,1745.0,1665.0,,12.7026,-87.0057,list-of-ultras-of-north-america
Volcán Tancítaro,,Michoacán,Cordillera Neovolcanica,3840.0,1665.0,,19.4166,-102.3198,list-of-ultras-of-north-america
Bewani Mountains,Bewani Mountains,,,1980.0,1664.0,316.0,,,list-of-ultras-of-oceania
Bumbag Khairkhan,Bumbag Khairkhan,,,3470.0,1664.0,1806.0,,,list-of-ultras-of-central-asia
Phu Soi Dao,Phu Soi Dao,&nbsp;/&nbsp;,,2120.0,1664.0,456.0,,,list-of-ultras-of-southeast-asia
Uyluk Tepe,Uyluk Tepe,,South West Anatolia,3016.0,1664.0,1352.0,,,list-of-ultras-of-west-asia
Mount Nirvana,,Northwest Territories,Mackenzie Mountains,2773.0,1663.0,,61.8752,-127.6807,list-of-ultras-of-north-america
Tsiafajavona,Ankaratra,,,2643.0,1663.0,980.0,,,list-of-ultras-of-africa
Point 2868,Point 2868,,,2868.0,1662.0,1206.0,,,list-of-ultras-of-south-america
Ili Boleng,Ili Boleng,Adonara,,1661.0,1661.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Mount Busa,Mount Busa,Mindanao,,2030.0,1661.0,369.0,,,list-of-ultras-of-the-philippines
Mount Niut,Mount Niut,Borneo,,1701.0,1661.0,40.0,,,list-of-ultras-of-the-malay-archipelago
Mount Thomlinson,,British Columbia,Skeena Mountains,2451.0,1661.0,,55.5439,-127.4864,list-of-ultras-of-north-america
Cerro El Cóndor,Cerro El Cóndor,,,6414.0,1660.0,4754.0,,,list-of-ultras-of-south-america
Cumbre Salto del Fraile,Cumbre Salto del Fraile,,,4480.0,1660.0,2820.0,,,list-of-ultras-of-south-america
Kanjut Sar,Kanjut Sar,",",,7760.0,1660.0,6100.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Point 6300,Point 6300,&nbsp;/&nbsp;,,6300.0,1660.0,4640.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Selik Gulam Muztag,Selik Gulam Muztag,,,6691.0,1660.0,5031.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Sillem Peak,,Nunavut,Sillem Island,1660.0,1660.0,,71.0018,-71.8531,list-of-ultras-of-north-america
Laikot,Laikot,,,2832.0,1659.0,1173.0,,,list-of-ultras-of-southeast-asia
Lehua Mountain,,British Columbia,Coast Mountains,2469.0,1659.0,,56.491,-130.771,list-of-ultras-of-north-america
Torra,Cerro Torra,,,2820.0,1659.0,1161.0,,,list-of-ultras-of-south-america
Bai Yi Zhai,Bai Yi Zhai,,,2323.0,1658.0,665.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Chimata Tepuy,Chimata Tepuy,,,2675.0,1658.0,1017.0,,,list-of-ultras-of-south-america
Cordillera de los Cobardes,Cordillera de los Cobardes,,,3420.0,1658.0,1762.0,,,list-of-ultras-of-south-america
Hardersbjerg,,,Island of Greenland,1679.0,1658.0,,73.4333,-22.8333,list-of-ultras-of-north-america
Mount Bel,Mount Bel,,,1658.0,1658.0,0.0,,,list-of-ultras-of-oceania
Mount Lester Jones,,British Columbia,Coast Mountains,2408.0,1658.0,,58.7174,-133.2306,list-of-ultras-of-north-america
Snowshoe Peak,,Montana,Cabinet Mountains,2664.715,1657.506,,48.2231,-115.689,list-of-ultras-of-north-america
Cerro El Centinela,,Coahuila,Mexican Plateau,3122.0,1657.0,,25.1359,-103.2304,list-of-ultras-of-north-america
Changla,Changla,&nbsp;/&nbsp;,,6721.0,1657.0,5064.0,,,list-of-ultras-of-the-himalayas
Dedegol Tepesi,Dedegol Tepesi,,Taurus Mountains,2980.0,1657.0,1323.0,,,list-of-ultras-of-west-asia
Jeanette Peak,,British Columbia,Canadian Rockies,3089.0,1657.0,,52.6357,-118.6166,list-of-ultras-of-north-america
Kuh-e Mirza 'Arab,Kuh-e Mirza 'Arab,,Eastern Iran,2887.0,1657.0,1230.0,,,list-of-ultras-of-west-asia
Mount Elizabeth,Mount Elizabeth (Antarctica),,,4480.0,1657.0,2823.0,,,list-of-ultras-of-antarctica
Point 3030,Point 3030,,,3030.0,1656.0,1374.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Porsild,,Yukon,Coast Mountains,2545.0,1655.0,,60.084,-136.0154,list-of-ultras-of-north-america
Sangpang Bum,Sangpang Bum,,,2692.0,1655.0,1037.0,,,list-of-ultras-of-southeast-asia
Alvand,Alvand,,Zagros Mountains,3570.0,1654.0,1916.0,,,list-of-ultras-of-west-asia
Cerro Paniri,Cerro Paniri,,,5960.0,1653.0,4307.0,,,list-of-ultras-of-south-america
Sharktooth Mountain,,British Columbia,Cassiar Mountains,2668.0,1653.0,,58.5876,-127.9625,list-of-ultras-of-north-america
Pichincha,Pichincha Volcano,,,4794.0,1652.0,3142.0,,,list-of-ultras-of-south-america
''unnamed summit'',,,,1951.0,1651.0,300.0,,,list-of-ultras-of-oceania
Bulu Torompupu,Bulu Torompupu,Sulawesi,,2463.0,1651.0,812.0,,,list-of-ultras-of-the-malay-archipelago
El Aguacate Oeste,,Oaxaca,Sierra Madre del Sur,2830.0,1650.0,,16.5812,-95.8035,list-of-ultras-of-north-america
Peak Korzhenevskaya,Peak Korzhenevskaya,,,7105.0,1650.0,5455.0,,,list-of-ultras-of-central-asia
Picacho San Onofre,,Nuevo León,Sierra Madre Oriental,3550.0,1650.0,,23.8007,-99.8464,list-of-ultras-of-north-america
Ukpik Peak,,Nunavut,Baffin Island,1809.0,1650.0,,70.6882,-71.3232,list-of-ultras-of-north-america
North Schell Peak,,Nevada,Schell Creek Range,3625.6,1649.886,,39.4132,-114.5997,list-of-ultras-of-north-america
Hayford Peak,,Nevada,Sheep Range,3024.9,1649.581,,36.6577,-115.2008,list-of-ultras-of-north-america
Mount Forbes,,Alberta,Canadian Rockies,3617.0,1649.0,,51.86,-116.9316,list-of-ultras-of-north-america
Kitten Mountain,Kitten Mountain,,,2140.0,1647.0,493.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Phou Khe,Phou Khe,&nbsp;/&nbsp;,,2079.0,1646.0,433.0,,,list-of-ultras-of-southeast-asia
Point 5716,Point 5716,,,5716.0,1646.0,4070.0,,,list-of-ultras-of-central-asia
Mount Foresta,,Alaska,Saint Elias Mountains,3368.047,1645.923,,60.1912,-139.4323,list-of-ultras-of-north-america
Star Peak (Nevada),,Nevada,Humboldt Range,2999.1,1645.923,,40.5224,-118.1708,list-of-ultras-of-north-america
Cerro Barros Arana,Cerro Barros Arana,,,2286.0,1645.0,641.0,,,list-of-ultras-of-south-america
Huandoy,Huandoy,,,6395.0,1645.0,4715.0,,,list-of-ultras-of-south-america
Upper Saddle Mountain,,British Columbia,Columbia Mountains,2330.0,1645.0,,50.1726,-117.9,list-of-ultras-of-north-america
Col Nudo,Col Nudo,,,2471.0,1644.0,,,,list-of-european-ultra-prominent-peaks
Ili Labalekang,Ili Labalekang,Lembata,,1644.0,1644.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Mount Bandahara,Mount Bandahara,Sumatra,,3012.0,1644.0,1368.0,,,list-of-ultras-of-the-malay-archipelago
Bhalu Lek,Bhalu Lek,,,5425.0,1643.0,3782.0,,,list-of-ultras-of-the-himalayas
Inierie,Inierie,Flores,,2245.0,1643.0,602.0,,,list-of-ultras-of-the-malay-archipelago
Pointe Percée,Pointe Percée,,,2750.0,1643.0,,,,list-of-european-ultra-prominent-peaks
Veniaminof Peak,,Alaska,Baranof Island,1642.875,1642.875,,57.0151,-134.9882,list-of-ultras-of-north-america
Jbel Bou Naceur,Jbel Bou Naceur,,,3340.0,1642.0,1698.0,,,list-of-ultras-of-africa
Mount Tianzhu,Mount Tianzhu,,,1760.0,1642.0,118.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Diamond Peak (Idaho),,Idaho,Lemhi Range,3719.3,1641.961,,44.1414,-113.0827,list-of-ultras-of-north-america
Flat Top Mountain (Utah),,Utah,Oquirrh Mountains,3238.311,1640.589,,40.3724,-112.1888,list-of-ultras-of-north-america
Hubris Peak,,British Columbia,Coast Mountains,2445.0,1640.0,,56.5518,-130.9733,list-of-ultras-of-north-america
Lars Christensen Peak,Lars Christensen Peak,Peter I Island,,1640.0,1640.0,0.0,,,list-of-ultras-of-antarctica
Ayrybaba,Ayrybaba,&nbsp;/&nbsp;,,3138.0,1639.0,1498.0,,,list-of-ultras-of-central-asia
Dome A,Dome A,,,4091.0,1639.0,2452.0,,,list-of-ultras-of-antarctica
Kioto Mountains,Kioto Mountains,Mindanao,,1816.0,1639.0,177.0,,,list-of-ultras-of-the-philippines
Tupeq Mountain,,Nunavut,Baffin Island,2020.0,1638.0,,66.5737,-65.0717,list-of-ultras-of-north-america
Mount Discovery,Mount Discovery,,,2680.0,1637.0,1043.0,,,list-of-ultras-of-antarctica
Mount Hiuchi,Mount Hiuchi,Honshū,,2462.0,1637.0,825.0,,,list-of-ultra-prominent-peaks-of-japan
Bumhpa Bum,Bumhpa Bum,,,3411.0,1636.0,1775.0,,,list-of-ultras-of-southeast-asia
Mount Kumawa,Mount Kumawa,New Guinea,,1680.0,1636.0,44.0,,,list-of-ultras-of-oceania;list-of-ultras-of-the-malay-archipelago
Mount Taylor,Mount Taylor (New Zealand),,,2333.0,1636.0,698.0,,,list-of-ultras-of-oceania
Bearhole Peak,,Alaska,Saint Elias Mountains,2595.987,1635.865,,60.9283,-142.5237,list-of-ultras-of-north-america
Mount Steller (Chugach Mountains),,Alaska,Chugach Mountains,3204.978,1635.255,,60.5199,-143.0932,list-of-ultras-of-north-america
Jebel Raymah,Jebel Raymah,,Arabian Highlands,2920.0,1635.0,1285.0,,,list-of-ultras-of-west-asia
Klosterbjerge,,,Island of Greenland,2410.0,1635.0,,72.25,-25.95,list-of-ultras-of-north-america
Kuh-e Bagh-e Bala,Kuh-e Bagh-e Bala,,Hazaran,3775.0,1635.0,2140.0,,,list-of-ultras-of-west-asia
Mount Patah,Mount Patah,Sumatra,,2850.0,1635.0,1215.0,,,list-of-ultras-of-the-malay-archipelago
Nevado Queva,Nevado Queva,,,6140.0,1635.0,4505.0,,,list-of-ultras-of-south-america
Cerro Huemules,Cerro Huemules,,,1910.0,1634.0,276.0,,,list-of-ultras-of-south-america
Daisen,Daisen (mountain),Honshū,,1729.0,1634.0,95.0,,,list-of-ultra-prominent-peaks-of-japan
Point 6135,Point 6135,,,6135.0,1634.0,4501.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Stokap,Stokap,Iturup,,1634.0,1634.0,0.0,,,list-of-ultras-of-northeast-asia
Cerro Castillo,,&nbsp;/&nbsp;,,5468.0,1633.0,3835.0,,,list-of-ultras-of-south-america
Himalchuli,Himalchuli,,,7893.0,1633.0,6260.0,,,list-of-ultras-of-the-himalayas
Huantsán,Huantsán,,,6369.0,1633.0,4736.0,,,list-of-ultras-of-south-america
Mount Verne,Mount Verne,Pourquoi Pas Island,,1632.0,1632.0,0.0,,,list-of-ultras-of-antarctica
Qingagssat Qaqit,,,Island of Greenland,1782.0,1632.0,,60.5654,-44.6949,list-of-ultras-of-north-america
Mount Stuart,,Washington,Wenatchee Mountains,2871.086,1631.902,,47.4751,-120.9024,list-of-ultras-of-north-america
Mush Muztagh,Mush Muztagh,,,6638.0,1631.0,5007.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Aggio,Aggio (mountain),,,3358.0,1630.0,1728.0,,,list-of-ultras-of-africa
Fuss Peak,Fuss Peak,Paramushir,,1772.0,1630.0,142.0,,,list-of-ultras-of-northeast-asia
Jinping Shan,Jinping Shan,,,4420.0,1630.0,2790.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Haddington,Mount Haddington,James Ross Island,,1630.0,1630.0,0.0,,,list-of-ultras-of-antarctica
Mount Mambajao,Mount Mambajao,Camiguin,,1630.0,1630.0,0.0,,,list-of-ultras-of-the-philippines
Nenang,Nenang,,,6870.0,1630.0,5240.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Udina,Udina,,,2920.0,1630.0,1290.0,,,list-of-ultras-of-northeast-asia
Mont Panié,Mont Panié,,,1628.0,1628.0,0.0,,,list-of-ultras-of-oceania
Mount Ainos,Mount Ainos,Kefalonia,,1628.0,1628.0,0.0,,,list-of-european-ultra-prominent-peaks
Mount Judge Howay,,British Columbia,Coast Mountains,2262.0,1627.0,,49.5072,-122.3218,list-of-ultras-of-north-america
Dama Blanca,Dama Blanca,,,1925.0,1626.0,299.0,,,list-of-ultras-of-south-america
Tres Virgenes,,Baja California Sur,Tres Virgenes,1951.0,1626.0,,27.47,-112.5919,list-of-ultras-of-north-america
Benjiwo,Benjiwo,,,1953.0,1625.0,328.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Ejnar Mikkelsen Fjeld,,,Island of Greenland,3325.0,1625.0,,68.8957,-28.6279,list-of-ultras-of-north-america
Kuh-e Aq Dagh,Kuh-e Aq Dagh,,Alborz Mountains,3321.0,1625.0,1696.0,,,list-of-ultras-of-west-asia
Mong Ling Shan,Mong Ling Shan,,,2641.0,1625.0,1016.0,,,list-of-ultras-of-southeast-asia
Point 4260,Point 4260,,,4260.0,1625.0,2635.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Cerro Norte,Cerro Norte,,,2730.0,1624.0,1106.0,,,list-of-ultras-of-south-america
Cerro del Tambillo,Cerro del Tambillo,,,5680.0,1624.0,4056.0,,,list-of-ultras-of-south-america
Chogolisa,Chogolisa,",",,7668.0,1624.0,6044.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Jiuling Shan,Jiuling Shan,,,1790.0,1624.0,166.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Tarka La,Tarka La,,,4735.0,1624.0,3111.0,,,list-of-ultras-of-the-himalayas
Blanca Peak,,Colorado,Sangre de Cristo Mountains,4374.12,1623.368,,37.5775,-105.4856,list-of-ultras-of-north-america
Phu Xai Lai Leng,Phu Xai Lai Leng,&nbsp;/&nbsp;,,2720.0,1623.0,1097.0,,,list-of-ultras-of-southeast-asia
Cordón Los Ñadis,Cordón Los Ñadis,,,1780.0,1622.0,158.0,,,list-of-ultras-of-south-america
Jabal al-Lawz,Jabal al-Lawz,,Arabian Highlands,2580.0,1622.0,958.0,,,list-of-ultras-of-west-asia
Pangpoche,Pangpoche,,,6620.0,1622.0,4998.0,,,list-of-ultras-of-the-himalayas
Saltag-Tas,Saltag-Tas,,,2021.0,1622.0,399.0,,,list-of-ultras-of-northeast-asia
Shikengkong,Shikengkong,,,1895.0,1622.0,273.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount McClintock,Mount McClintock,,,3490.0,1621.0,1869.0,,,list-of-ultras-of-antarctica
Kuh-e Hezar Darreh,Kuh-e Hezar Darreh,,Zagros Mountains,3880.0,1620.0,2260.0,,,list-of-ultras-of-west-asia
Mentolat,Mentolat,Magdalena Island,,1620.0,1620.0,0.0,,,list-of-ultras-of-south-america
Sierra de Santa Martha,,Veracruz,Cordillera Neovolcanica,1690.0,1620.0,,18.3455,-94.8576,list-of-ultras-of-north-america
Udren Zom,Udren Zom,,,7140.0,1620.0,5520.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Mount Victoria,"Mount Victoria, Palawan",Palawan,,1709.0,1619.0,90.0,,,list-of-ultras-of-the-philippines
Mizri Ghar,Mizri Ghar,,,3111.0,1618.0,1493.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Point 6086,Point 6086,,,6086.0,1618.0,4468.0,,,list-of-ultras-of-the-himalayas
Mount Ossa,Mount Ossa (Tasmania),,,1617.0,1617.0,0.0,,,list-of-ultras-of-oceania
Mount Pattullo,,British Columbia,Coast Mountains,2727.0,1617.0,,56.2339,-129.6576,list-of-ultras-of-north-america
Touak Peak,,Nunavut,Baffin Island,1840.0,1617.0,,66.1519,-63.4918,list-of-ultras-of-north-america
Trisul,Trisul,,,7120.0,1616.0,5504.0,,,list-of-ultras-of-the-himalayas
Mount Miller,,Alaska,Chugach Mountains,3276.607,1615.443,,60.4605,-142.3012,list-of-ultras-of-north-america
Agssaussat,,,Island of Greenland,2140.0,1615.0,,65.8833,-52.1167,list-of-ultras-of-north-america
Panchchuli,Panchchuli,,,6904.0,1614.0,5290.0,,,list-of-ultras-of-the-himalayas
Samdain Kangsang,Samdain Kangsang,,,6590.0,1614.0,4976.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Fansipan,Fansipan,,,3143.0,1613.0,1530.0,,,list-of-ultras-of-southeast-asia
Kloftbjerge,,,Island of Greenland,2163.0,1613.0,,71.3333,-25.75,list-of-ultras-of-north-america
Mount Nikkō-Shirane,Mount Nikkō-Shirane,Honshū,,2578.0,1613.0,965.0,,,list-of-ultra-prominent-peaks-of-japan
Mount Tatlow,,British Columbia,Coast Mountains,3063.0,1613.0,,51.3843,-123.8641,list-of-ultras-of-north-america
Cerro Penitentes,Cerro Penitentes,,,2943.0,1612.0,1331.0,,,list-of-ultras-of-south-america
Djebel Chélia,Djebel Chélia,,,2328.0,1612.0,716.0,,,list-of-ultras-of-africa
Fengari,Fengari,Samothrace,,1611.0,1611.0,0.0,,,list-of-european-ultra-prominent-peaks
Kogantag,Kogantag,,,4800.0,1611.0,3189.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Obi Island,Obira,Obi,,1611.0,1611.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Carlisle Volcano,,Alaska,Carlisle Island,1610.262,1610.262,,52.8913,-170.058,list-of-ultras-of-north-america
Argun North,Argun North,,,3405.0,1610.0,1795.0,,,list-of-ultras-of-africa
Bakening,Bakening,,,2276.0,1610.0,666.0,,,list-of-ultras-of-northeast-asia
Cerro Situación,Cerro Situación,,,2250.0,1610.0,640.0,,,list-of-ultras-of-south-america
Dapha Bum,Dapha Bum,,,4578.0,1610.0,2968.0,,,list-of-ultras-of-southeast-asia
Mount Tama,Mount Tama,,,2489.0,1610.0,879.0,,,list-of-ultras-of-africa
Rào Cỏ,Rào Cỏ Mountain,&nbsp;/&nbsp;,,2286.0,1610.0,676.0,,,list-of-ultras-of-southeast-asia
Salliaruseq Island,,,Salliaruseq Island,1610.0,1610.0,,64.3913,-51.1134,list-of-ultras-of-north-america
Seulawah Agam,Seulawah Agam,Sumatra,,1810.0,1610.0,200.0,,,list-of-ultras-of-the-malay-archipelago
Vilyuchik,Vilyuchik,,,2173.0,1610.0,563.0,,,list-of-ultras-of-northeast-asia
Mount Timpanogos,,Utah,Wasatch Range,3582.0,1609.042,,40.3908,-111.6459,list-of-ultras-of-north-america
Corsan Peak,,British Columbia,Coast Mountains,1934.0,1609.0,,51.0175,-126.4058,list-of-ultras-of-north-america
Datian Ding,Datian Ding,,,1704.0,1609.0,95.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Gora Lopatina,Gora Lopatina,Sakhalin,,1609.0,1609.0,0.0,,,list-of-ultras-of-northeast-asia
Hudson Bay Mountain,,British Columbia,Coast Mountains,2589.0,1609.0,,54.8116,-127.3396,list-of-ultras-of-north-america
Jbel Igdet,Jbel Igdet,,,3615.0,1609.0,2006.0,,,list-of-ultras-of-africa
Kuh-e Rag,Kuh-e Rag,,Zagros Mountains,3661.0,1609.0,2052.0,,,list-of-ultras-of-west-asia
Acamarachi,Acamarachi,,,6046.0,1608.0,4438.0,,,list-of-ultras-of-south-america
Mount Fryatt,,Alberta,Canadian Rockies,3361.0,1608.0,,52.5503,-117.9104,list-of-ultras-of-north-america
Bashful Peak,,Alaska,Chugach Mountains,2439.929,1607.823,,61.3076,-148.8697,list-of-ultras-of-north-america
Moussa Ali,Mousa Ali,&nbsp;/&nbsp;&nbsp;/&nbsp;,,2021.0,1607.0,414.0,,,list-of-ultras-of-africa
Basement Peak,,British Columbia,Saint Elias Mountains,2706.0,1606.0,,59.3551,-137.1614,list-of-ultras-of-north-america
Bharanzar,Sickle Moon Peak,,,6574.0,1606.0,4968.0,,,list-of-ultras-of-the-himalayas
Ibapah Peak,,Utah,Deep Creek Range,3685.642,1605.385,,39.8282,-113.92,list-of-ultras-of-north-america
Bada,Bada (mountain),,,4195.0,1605.0,2590.0,,,list-of-ultras-of-africa
Gran Campo Nevado,Gran Campo Nevado,,,1640.0,1605.0,35.0,,,list-of-ultras-of-south-america
Kisimngiuqtuq Peak,,Nunavut,Baffin Island,1905.0,1605.0,,70.7993,-71.6502,list-of-ultras-of-north-america
Clavering Island,,,Clavering Island,1604.0,1604.0,,74.3667,-21.1833,list-of-ultras-of-north-america
Kabobo,Kabobo,,,2725.0,1604.0,1121.0,,,list-of-ultras-of-africa
Cerro Risco Plateado,Cerro Risco Plateado,,,4999.0,1602.0,3397.0,,,list-of-ultras-of-south-america
Monmouth Mountain,,British Columbia,Coast Mountains,3182.0,1602.0,,50.9924,-123.79,list-of-ultras-of-north-america
Santa Ana Volcano,,,Sierra Madre de Chiapas,2362.0,1602.0,,13.8557,-89.6288,list-of-ultras-of-north-america
Belaya,Mount Belaya,,,2731.0,1601.0,1130.0,,,list-of-ultras-of-africa
Bilchhar Dobani,Bilchhar Dobani,",",,6143.0,1601.0,4542.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Kuh-e Namak,Kuh-e Namak (Jahrom),,Zagros Mountains,2846.0,1601.0,1245.0,,,list-of-ultras-of-west-asia
Mingan Mountains,Mingan Mountains,Luzon,,1901.0,1601.0,300.0,,,list-of-ultras-of-the-philippines
Tunupa,Tunupa,,,5321.0,1601.0,3720.0,,,list-of-ultras-of-south-america
Cerro Pietrobelli,Cerro Pietrobelli,&nbsp;/&nbsp;,,2850.0,1600.0,1250.0,,,list-of-ultras-of-south-america
Gauri Sankar,Gauri Sankar,,,7146.0,1600.0,5546.0,,,list-of-ultras-of-the-himalayas
