name,qid,prom,elev,lat,lon
Phu Soi Dao,Q7188265,1664.0,2120.0,17.73333333,101.0
Mount Oso (Colorado),Q14685004,1664.0,,37.6072,-107.494
Elk Mountain,Q28056287,1664.0,8727.0,40.56916667,-106.96833333
Mount Nirvana,Q1500146,1663.0,2773.0,61.8747,-127.68
Tsiafajavona,Q1559543,1663.0,2642.0,-19.34888889,47.24333333
Mount Everett,Q6920705,1663.0,793.1,42.1019,-73.4325
Cerro Peña Nevada,Q27768358,1663.0,3563.0,23.77094,-99.86105
Mount Thomlinson,Q8529143,1661.0,2451.0,55.543888888,-127.486388888
Kanjut Sar,Q1552100,1660.0,7760.0,36.205,75.418333333
Mount Elizabeth,Q6920598,1657.0,4480.0,-83.9,168.383
Changla,Q19457611,1657.0,6563.0,30.1375,82.1958
South Mountain,Q39074679,1657.0,3602.0,38.40111111,-109.26111111
Mount Eldridge,Q14680151,1656.0,10394.0,63.13472,-150.34667
Sangpang Bum,Q7418087,1655.0,2692.0,26.48333333,95.85
Kula Kangri,Q866771,1654.0,7538.0,28.226666666,90.616388888
Alvand,Q2302910,1654.0,3580.0,34.664166666,48.486666666
Cerro Paniri,Q4180439,1653.0,5946.0,-22.059166666,-68.228333333
Sharktooth Mountain,Q7489871,1653.0,2668.0,58.5875,-127.962222222
Tower Mountain,Q14685127,1652.0,13558.0,37.8572,-107.623
Peak Ozodi,Q545239,1650.0,7105.0,39.055855,72.011744
Mount Ballyhoo,Q123524373,1650.0,1650.0,53.914166666,-166.530277777
Mount Terry Fox,Q6924087,1650.0,2650.0,52.9317,-119.235
Ukpik Peak,Q7878354,1650.0,1809.0,70.6942,-71.3417
Mount Redoubt,Q3322057,1649.0,8969.0,48.9582,-121.302
Mammoth Mountain,Q953984,1647.0,3371.0,37.6306,-119.033
Cerro El Centinela (Torreón),Q27835626,1647.0,,25.1375,-103.2304
Mount Walsh,Q3468045,1646.0,4507.0,61.0,-140.017
Phou Khe,Q6583745,1646.0,2079.0,19.32444444,101.24083333
Huandoy,Q1632785,1645.0,6395.0,-9.028611111,-77.665555555
Gothic Mountain,Q14684526,1645.0,12631.0,38.9564,-107.011
Col Nudo,Q1107329,1644.0,2472.0,46.22888889,12.40138889
Tiger Mountain,Q7801446,1644.0,3004.0,47.4881,-121.947
Pointe Percée,Q1619525,1643.0,2750.0,45.95555556,6.55611111
Bhalu Lek,Q131299040,1643.0,5425.0,28.983333333,82.4
Fortress Mountain,Q14714722,1643.0,12090.0,44.336944444,-109.798055555
Pichincha Volcano,Q742216,1642.0,4776.0,-0.177222222,-78.598888888
Mount Tianzhu,Q837965,1642.0,1760.0,30.116666666,116.083333333
Mount Bruce,Q6919883,1640.0,1640.0,-70.5333,162.5
Aýrybaba,Q794684,1639.0,3139.0,37.833333333,66.566666666
Pyramid Peak,Q7263271,1638.0,14025.0,39.0717,-106.95
Mount Discovery,Q1422550,1637.0,2681.0,-78.366666666,165.016666666
Mount Hiuchi,Q3695451,1637.0,2462.0,36.92214,138.0672
Bumhpa Bum,Q4997278,1636.0,3411.0,26.683333333,97.233333333
Nevado Queva,Q7003701,1635.0,6140.0,-24.3075,-66.733333333
Bogatyr Ridge,Q2072500,1634.0,1634.0,44.833,147.342
Daisen,Q715498,1634.0,1729.0,35.371111,133.546389
Himalchuli,Q1145646,1633.0,7893.0,28.436111111,84.639444444
Huantsán,Q529872,1633.0,6369.0,-9.515833333,-77.31
Mount Verne,Q6578613,1632.0,1632.0,-67.66666667,-67.5
Fuss Peak,Q385882,1630.0,1772.0,50.269722222,155.2475
Udina,Q2501946,1630.0,2920.0,55.758333333,160.526666666
Mount Haddington,Q3302073,1630.0,1630.0,-64.216666666,-57.633333333
Nenang,Q20656015,1630.0,6870.0,30.303303,93.651012
Mount Forbes,Q3321836,1629.0,3612.0,51.859722222,-116.931666666
Mount Ainos,Q1343616,1628.0,1628.0,38.116666666,20.666666666
Mont Panié,Q1945432,1628.0,1629.0,-20.588333333,164.770555555
Mount Judge Howay,Q6921539,1627.0,2262.0,49.5069,-122.322
Viejas Mountain,Q7928264,1627.0,4189.0,32.8612,-116.726
Möng Ling Shan,Q8536260,1625.0,2641.0,23.33333333,98.88333333
Chogolisa,Q1061065,1624.0,7668.0,35.610555555,76.574444444
Phu Xai Lai Leng,Q1766698,1623.0,2711.0,19.1975,104.181666666
Jabal al-Lawz,Q4115817,1622.0,2580.0,28.654166666,35.305833333
Pangpoche,Q19840548,1622.0,6620.0,28.6225,84.6775
Mount McClintock,Q7133081,1621.0,3490.0,-80.216666666,157.433333333
Box Elder Peak,Q49015177,1621.0,,40.489766,-111.6963678
Mentolat,Q937424,1620.0,1620.0,-44.696666666,-73.075833333
Eaglehead Mountain,Q5325332,1620.0,9140.0,48.4736,-113.605
Udren Zom,Q7877301,1620.0,7140.0,36.533333333,71.983333333
"Mount Victoria, Palawan",Q6924434,1619.0,1726.0,9.365,118.334166666
Hmuifang,Q5873696,1619.0,1619.0,23.449889939,92.757686334
Mount Shavano,Q8522694,1619.0,4338.8,38.619166666,-106.239444444
Mizri Ghar,Q6884745,1618.0,3111.0,31.340833333,70.029166666
Mount Ossa,Q747182,1617.0,1617.0,-41.871025,146.033344444
Mount Hubley,Q23016756,1617.0,8917.0,69.27638889,-143.7975
Trisul,Q1233570,1616.0,7120.0,30.312777777,79.777222222
Mount Lamborn,Q8522946,1616.0,11402.0,38.803055555,-107.522777777
Sangay volcano,Q14052,1614.0,5230.0,-2.0025,-78.340833333
Panchachuli,Q7130311,1614.0,6904.0,30.214166666,80.4275
Mount Angeles,Q6919406,1614.0,6454.0,47.9954,-123.467
Fansipan,Q123782,1613.0,3147.3,22.3033319,103.7753148
Mount Nikkō-Shirane,Q2360542,1613.0,2578.0,36.798333333,139.374166666
Tŝ’ilʔoŝ,Q6924057,1613.0,3063.0,51.3725,-123.863611111
Djebel Chélia,Q4115846,1612.0,2328.0,35.318333333,6.6375
Black Mountain,Q4921333,1612.0,5093.0,35.931,-115.044
Fengari,Q2223986,1611.0,1611.0,40.43611111,25.5875
Bakening,Q804315,1610.0,2278.0,53.905,158.066666666
Vilyuchik,Q644064,1610.0,2173.0,52.7056,158.277
Tres Vírgenes,Q2344525,1610.0,1940.0,27.4697,-112.591
Rao Co,Q7293667,1610.0,2286.0,18.15,105.58333333
Cot Seulawah Agam,Q29595,1610.0,1810.0,5.448,95.658
Acamarachi,Q337644,1608.0,6046.0,-23.295833333,-67.617222222
Mount Fryatt,Q6920830,1608.0,3361.0,52.55,-117.910277777
Mousa Ali,Q1951029,1607.0,2028.0,12.470833333,42.405
Mount Timpanogos,Q129705,1606.0,3581.0,40.390836111,-111.645944444
Sickle Moon Peak,Q7507632,1606.0,6574.0,33.6025,76.13166667
Kisimngiuqtuq Peak,Q6416730,1605.0,1905.0,70.7992,-71.6517
Risco Plateado,Q422842,1602.0,4999.0,-34.918333333,-69.994166666
Monmouth Mountain,Q655655,1602.0,3181.0,50.9925,-123.79
Tunupa volcano,Q849364,1601.0,5432.0,-19.83,-67.64
Mount Steller,Q3467894,1600.0,7454.0,58.4297,-154.391
Holston Mountain,Q8523351,1600.0,,36.433333333,-82.133333333
Burke Mountain,Q4998953,1600.0,3169.0,44.5708,-71.8932
Mount Crosson,Q14680143,1600.0,12352.0,63.0083,-151.273
Hahns Peak,Q24896107,1599.0,10843.0,40.84305556,-106.92972222
Jôf di Montasio,Q1759191,1598.0,2754.0,46.437777777,13.433333333
Bahaya,Q800233,1598.0,2084.0,11.283333333,49.766666666
Mount Brewster,Q6919848,1598.0,2025.0,-72.945,169.38083
Pik Agasis,Q8553109,1597.0,5877.0,39.01666667,71.5
La Camperona,Q15622232,1597.0,1597.0,42.85333333,-5.19333333
Tiewadian of Fenghuang Mountains,Q66667606,1597.0,2128.3,32.865388888,108.372083333
Loi Pangnao,Q6668074,1596.0,2563.0,21.30353,100.313107
Doane Peak,Q5286497,1595.0,11355.0,43.9114,-110.779
Ranger Peak,Q7292777,1595.0,11355.0,43.9286,-110.764
Cerro Cañapa,Q5064880,1595.0,5882.0,-21.45,-68.06666667
Türgen,Q7862442,1594.0,4029.0,49.6903,91.32
Tarso Toussidé,Q788723,1593.0,3315.0,21.040833333,16.473611111
Chaukhamba,Q5088154,1593.0,7138.0,30.749722222,79.291111111
Pic Toussidé,Q3540821,1593.0,3315.0,21.041111111,16.473888888
Smith Mountain,Q7545233,1593.0,5915.0,36.0181,-116.689
Loe Nekan,Q20191015,1593.0,3575.0,30.262521,67.301263
Coyote Mountain,Q5180075,1592.0,3192.0,33.3434,-116.329
Nanda Kot,Q8521296,1592.0,6861.0,30.281666666,80.068333333
Sierra del Fraile,Q27860060,1592.0,,25.89861,-100.47639
Mount Parnassus,Q105261,1590.0,2455.0,38.533,22.6167
Mount Ragang,Q1514920,1590.0,2815.0,7.694444444,124.5075
Tomasamil,Q8536398,1590.0,5890.0,-21.3,-67.9667
Cabaray,Q856875,1589.0,5869.0,-19.145833333,-68.698333333
Buyu Balease,Q14950608,1588.0,3016.0,-2.40688889,120.54211111
Kolahoi Peak,Q6427004,1585.0,5425.0,34.165833333,75.328611111
She Devil,Q21072723,1585.0,9385.89,45.324722222,-116.541111111
Shiprock,Q2208162,1583.0,2166.0,36.6875,-108.836
Turó de la Guàrdia,Q11953641,1582.4,1582.4,42.30978056,0.85822778
Mont Forel,Q947447,1581.0,3383.0,66.933333333,-36.783333333
Mount Guyot,Q1563507,1581.0,2018.0,35.705,-83.2575
Concepción,Q1067452,1579.0,1700.0,11.533333333,-85.616666666
Mölltaler Polinik,Q871838,1579.0,2784.0,46.89501,13.158238
Monkh Saridag,Q392246,1578.0,3491.0,51.7188331,100.5970552
Puy de Sancy,Q778597,1578.0,1885.0,45.528333333,2.814166666
Kezhen Peak,Q6398581,1578.0,7038.0,35.925,76.175
Cuyapaipe Mountain,Q16890776,1578.0,6387.0,32.8393,-116.401
Monte Cimone,Q1945818,1577.0,2165.0,44.193888888,10.701388888
Lenangstindane,Q18601407,1577.0,1625.0,69.72032,20.07793
Store Lenangstind,Q7619958,1576.0,1624.0,69.71,20.083611111
Cheekha Dar,Q1068860,1575.0,3611.0,36.77528,44.91861
Villarrica Volcano,Q1048225,1575.0,2850.0,-39.42,-71.939166666
Cumbal,Q2019666,1575.0,4764.0,0.955833333,-77.883333333
Vesper Peak,Q7923287,1574.0,6221.0,48.013,-121.518
Cherangany Hills,Q8526587,1572.0,3581.0,1.251655,35.450478
Mount Cronin,Q6920303,1571.0,2396.0,54.93,-126.863888888
Rugged Mountain,Q7378564,1571.0,1861.0,50.0323,-126.695
Melungtse,Q1421508,1570.0,7181.0,27.971111111,86.4375
Zimin volcano,Q1112292,1570.0,3080.0,55.860833333,160.605833333
Tödi,Q15134,1570.0,3612.0,46.811111111,8.914722222
El Cogulló,Q11918264,1569.5,1569.0,42.36372778,0.99803611
Mount Waialeale,Q1541056,1569.0,1569.0,22.073888888,-159.498611111
Peak 5859,Q108733013,1569.0,5859.0,38.267526,72.713298
Mount Goddard,Q6920932,1568.0,13564.0,37.1029149,-118.7198836
Botev Peak,Q894703,1567.0,2376.0,42.716666666,24.933333333
Tossal del Portell,Q11952860,1566.1,1566.1,42.39273889,0.91543056
Birkkarspitze,Q702352,1564.0,2749.0,47.411389,11.4375
Mali i Çikës,Q1886014,1563.0,2045.0,40.2,19.61666667
Mawhpung Bum,Q6794402,1562.0,1874.0,26.95,96.06666667
Shah Dhar,Q7461260,1562.0,7038.0,36.67166667,72.23166667
Tungurahua volcano,Q207421,1561.0,5016.0,-1.466944444,-78.441666666
Badger Mountain,Q4840850,1561.0,11295.0,39.0489,-105.513
San Gabriel Peak,Q7414208,1561.0,6164.0,34.2433,-118.098
Humbug Mountain,Q5940513,1561.0,1765.0,42.678722222,-124.436772222
Kispiox Mountain,Q6416859,1561.0,2096.0,55.398527777,-127.943444444
Iztaccihuatl,Q664059,1560.0,5230.0,19.177995,-98.64183
Mount Rumput,Q8530405,1560.0,1590.0,1.71666667,109.66666667
Johannesburg Mountain,Q6217155,1560.0,,48.4648,-121.092
Matterhorn Peak,Q3299659,1559.0,12301.0,38.093333333,-119.382777777
Arnavad Peak,Q3382284,1559.0,5992.3,38.565347,71.522537
Mount Sylvia,Q22555421,1559.0,2940.0,58.081666666,-124.468888888
Falak Sar,Q5431634,1558.0,5918.0,35.68277778,72.78527778
Mount Denison,Q3467797,1558.0,7606.0,58.417331,-154.45077896
Alturas de Nique,Q1930322,1557.0,1730.0,7.701666666,-77.7275
Crown Mountain,Q3005470,1555.0,473.0,18.35722222,-64.97472222
Sentinel Peak,Q48789953,1554.0,9634.0,36.096666,-117.077657
Ellmauer Halt,Q689038,1551.0,2344.0,47.561666666,12.302222222
Avachinsky,Q791652,1550.0,2741.0,53.255,158.832777777
Taunshits,Q2589906,1550.0,2353.0,54.533333333,159.8
Shingu Charpa,Q7497495,1550.0,5910.0,35.35388889,76.44166667
Downs Mountain,Q14714702,1549.0,13349.0,43.30995,-109.67238
Umboi Island,Q1858048,1548.0,1548.0,-5.53333333,147.8666667
Reiek,Q7310056,1548.0,1548.0,23.678,92.603
Mount Bulusan,Q473435,1547.0,1565.0,12.77,124.05
Mount Kruzenshtern,Q31243910,1547.0,1547.0,75.1757714,57.8259507
Snowyside Peak,Q7548767,1546.0,10651.0,43.9382,-114.971
Mount Temple,Q493664,1544.0,3543.0,51.350555555,-116.206666666
Seweweekspoortpiek,Q3642884,1543.0,2325.0,-33.382777777,21.358888888
Mount Kulal,Q1102979,1542.0,2380.0,2.733333333,36.916666666
Grande Tête de l'Obiou,Q1813560,1542.0,2789.0,44.775,5.83972222
Mount Lindsey,Q6921848,1542.0,14048.0,37.583611111,-105.445
Mount Bear,Q1950390,1541.0,4520.0,61.2839,-141.142
Roman-Kosh,Q2092607,1541.0,1545.0,44.612777777,34.242222222
Geladaindong Peak,Q5530346,1541.0,6621.0,33.5008,91.0517
Elivai Malai,Q5362013,1540.0,2096.95,10.94,76.6325
Mount Tsurugi,Q3695995,1540.0,1955.0,33.85361111,134.09416667
San Carlos,Q7413507,1539.0,2261.0,3.356111111,8.513055555
Chaupi Orco,Q1068427,1537.0,6044.0,-14.653333333,-69.228333333
Picó Bernat,Q11941585,1535.0,1535.0,42.04642778,0.79005278
Miravalles Volcano,Q1733093,1533.0,2028.0,10.747277777,-85.150944444
Dunn Peak massif,Q5315552,1531.0,2636.0,51.436944444,-119.954444444
Kizimen,Q760738,1530.0,2376.0,55.1325,160.319444444
Cerro El Pital,Q74214,1530.0,2730.0,14.383333333,-89.116666666
Mount Muhabura,Q543030,1530.0,4127.0,-1.383333333,29.666666666
Huangmaojian Peak,Q5925994,1530.0,1930.0,27.89,119.186388888
Mount Augusta,Q605896,1529.0,4289.0,60.305277777,-140.460277777
Mount Dana,Q6920357,1529.0,6213.0,47.7912,-123.485
Gora Bozbu-Too,Q27206552,1529.0,2875.0,41.495,71.8916
Beartown Mountain,Q4876800,1528.0,4689.0,36.9362,-81.8865
Cadillac Mountain,Q1025202,1527.0,470.0,44.352777777,-68.224444444
Tossal de Prat d'Hort,Q17483084,1526.6,1527.0,42.388,0.838761
Miller Peak,Q6859214,1526.0,2879.0,31.4094,-110.293
Valamara,Q7909224,1526.0,2373.0,40.793611111,20.465
Langtang Lirung,Q1551402,1525.0,7227.0,28.256111111,85.519444444
Split Mountain,Q4437980,1525.0,14064.0,37.020833333,-118.422222222
Mica Peak,Q28056285,1525.0,5209.0,47.573233,-117.0810287
Gasherbrum II,Q186853,1524.0,8034.0,35.7575,76.652777777
Mount Labo,Q6921746,1524.0,1544.0,14.013333333,122.7875
Two Point Mountain,Q18681199,1524.0,10124.0,43.737222222,-114.976666666
Mount Tod,Q8530967,1523.0,2155.0,50.9167,-119.941
Clark Mountain,Q14713610,1522.0,8602.0,48.05,-120.969
Hochtor,Q120493,1520.0,2369.0,47.561666666,14.632777777
Tequila Volcano,Q662022,1520.0,2920.0,20.787,-103.847
Beech Mountain,Q4879594,1520.0,5506.0,36.1839,-81.8814
Imbabura Volcano,Q1659771,1519.0,4610.0,0.2667,-78.1667
Sarektjåkkå,Q596485,1519.0,2089.0,67.431388888,17.721388888
Tianmen Mountain,Q3861073,1518.6,1519.0,29.0528,110.483
Incahuasi,Q1478849,1518.0,6621.0,-27.033333333,-68.3
Grimming,Q668410,1518.0,2351.0,47.520555555,14.016944444
Los Patos,Q2622322,1518.0,6239.0,-27.301111111,-68.808888888
Michinmahuida,Q2553917,1518.0,2404.0,-42.799166666,-72.445833333
Mount Shungol,Q16895470,1518.0,2752.0,-6.8624,146.7151
Baba Mountain,Q797539,1516.0,2601.0,40.916666666,21.166666666
Mount Morning,Q380308,1515.0,2725.0,-78.50167,163.539163
Mount Nyangani,Q152294,1515.0,2592.0,-18.311111111,32.850555555
La Tournette,Q1758703,1514.0,2350.0,45.82722222,6.28638889
Anthony Peak,Q4773258,1514.0,6958.0,39.8463,-122.965
Tajo del Almendrón,Q47546547,1514.0,1514.0,36.825555555,-3.839722222
Grand Combin,Q15126,1512.0,4309.0,45.9375,7.299166666
Loma Alto de la Bandera,Q23778944,1512.0,,18.8128,-70.6272
Mount Moco,Q1348116,1510.0,2619.0,-12.466666666,15.183333333
Mount Guna,Q3779780,1510.0,4231.0,11.7108,38.2367
Mount Woodring,Q6924655,1510.0,,43.8031,-110.794
Angna Mountain,Q4763727,1510.0,1710.0,66.5575,-62.0208
Sierra Gomas,Q27784953,1510.0,2212.0,26.30099,-100.46757
Kennedy Peak,Q6389671,1509.0,2703.0,23.3175,93.76166667
Union Peak,Q7885954,1509.0,7714.0,42.831122222,-122.223327777
Tossal de Tous,Q11952732,1508.8,1508.8,42.39398611,0.82878056
Hkusam Mountain,Q5873439,1508.0,1645.0,50.335,-125.841
Beautiful Mountain,Q4877775,1508.0,9392.0,36.488888888,-108.989166666
Gora Bakchigir,Q31474111,1508.0,5780.0,37.666306,72.708148
Monte Burney,Q2269026,1507.0,1758.0,-52.327188,-73.37081909
Mount Inamura,Q6921426,1506.0,1506.0,33.738333333,133.372222222
Mount Tai,Q216059,1505.0,1545.0,36.266666666,117.1
Mount Joffre,Q3861652,1505.0,3450.0,50.528333333,-115.206944444
Silver Run Peak,Q28056263,1505.0,12547.0,45.12106,-109.54517
Uludağ,Q925688,1504.0,2542.0,40.0705295,29.222009805
Mount Anderson,Q8523163,1504.0,4255.0,-78.15,-86.217
Gangshiqia Peak,Q28914152,1504.0,5254.0,37.69333333,101.505
Mount Kalatungan,Q1646267,1502.0,2824.0,7.955,124.8025
Zirbitzkogel,Q205579,1502.0,2396.0,47.063333333,14.567222222
Boboiob,Q31476636,1502.0,3770.0,40.848888888,70.343333333
Cima Brenta,Q221844,1501.0,3151.0,46.18,10.89916667
Piz Kesch,Q668594,1501.0,3417.7,46.621305555,9.872611111
Half Peak,Q14951223,1501.0,13848.0,37.86416667,-107.46611111
Ng'iro,Q6922403,1501.0,2848.0,2.19166667,36.81583333
Rumija,Q1785716,1500.0,1594.0,42.10286,19.19367
Nevado del Plomo,Q1982168,1500.0,6070.0,-33.103323,-70.066001
Vudor Peak,Q108732688,1500.0,6132.0,38.234334,71.801349
