name,qid,prom,elev,lat,lon
Pyramid Peak,Q7263270,2583.0,9985.0,38.845,-120.158
Crested Butte,Q5184573,2582.0,12168.0,38.883333333,-106.943611111
Mount Gabb,Q23950187,2581.0,13747.0,37.376666666,-118.8025
Mount Tagubud,Q25051756,2580.0,2670.0,7.441667,126.23
Maiden Peak,Q8524503,2578.0,7823.0,43.6268,-121.965
Mountain Sumbing,Q1677690,2577.0,3371.0,-7.385,110.0725
Mount Becharof,Q49052042,2575.0,3146.0,57.5447,-156.0803
Cerro Tamaná,Q2946774,2573.0,4100.0,5.03333,-76.1833
Mount Siguniang,Q832362,2571.0,6250.0,31.10635,102.90198
Mount Humphreys,Q3198850,2563.0,13992.0,37.270547222,-118.672997222
Koyo Zom,Q335211,2562.0,6872.0,36.730833333,73.240555555
Mount Washington,Q3322182,2554.0,2376.0,44.3321,-121.839
Wind River Peak,Q8023948,2552.0,13197.0,42.708333333,-109.128333333
Graham Peak,Q14684531,2551.0,12536.0,37.4972,-107.376
Mount Verstovia,Q6924423,2550.0,2550.0,57.0589,-135.265
Drake Peak,Q31493993,2547.0,,10.50068,119.6236
Illimani,Q148521,2541.0,6438.0,-16.633333333,-67.790833333
Salcantay,Q730030,2540.0,6271.0,-13.333611111,-72.544444444
San Jacinto Peak,Q7414344,2536.0,3302.0,33.8147,-116.679
Mount Vineuo,Q8536221,2536.0,2536.0,-9.33416667,150.20583333
Altun Shan,Q28541951,2528.0,5830.0,39.25,93.7
McKnight Mountain,Q8523984,2525.0,10165.0,33.052016666,-107.850313888
Pidurutalagala,Q1146327,2524.0,2524.0,7.000833333,80.773888888
Rattlesnake Mountain,Q7296017,2520.0,,47.458333333,-121.806111111
Mount Parry,Q6922667,2520.0,2520.0,-64.25549333,-62.40698
Mount Sidley,Q924312,2517.0,4181.0,-77.04,-126.1
Big Creek Peak,Q4905502,2517.0,11350.0,44.47159,-113.54392
Deriba Caldera,Q2520348,2512.0,3042.0,12.951388888,24.258888888
Distaghil Sar,Q782496,2509.0,7885.0,36.325833333,75.188333333
Preston Peak,Q7241966,2509.0,7313.0,41.835063888,-123.611938888
Mount Giluwe,Q1813475,2507.0,4367.0,-6.038888888,143.886111111
Bacon Peak,Q4839936,2505.0,,48.6627,-121.521
Mount Tullu Demtu,Q3502707,2504.0,4389.0,6.8265,39.8194
Long Knife Peak,Q8533552,2501.0,,48.9972,-114.208
Peters Dome,Q14680189,2500.0,10571.0,63.1369,-151.202
Coburn Mountain,Q5139033,2497.0,3717.0,45.4688,-70.1267
Snow Mountain East,Q7548285,2496.0,7055.0,39.3835,-122.752
Mount Dickey,Q6920440,2495.0,9545.0,62.9461,-150.721
East Beckwith Mountain,Q14684455,2492.0,12441.0,38.8461,-107.223
Mount Oku,Q3322001,2491.0,3011.0,6.199722222,10.518888888
Uludoruk,Q1434038,2483.0,4135.0,37.485662,44.004525
Anamudi,Q485550,2480.0,2236.0,10.166666666,77.066666666
Semenov-Tyan-Shanskiy peak,Q5584346,2480.0,4622.0,45.04166667,80.2575
Kendrick Peak,Q6389037,2478.0,10425.0,35.408055555,-111.850833333
Western Summit of Corno Grande,Q137737577,2477.0,2912.0,42.4692994,13.565502
Mount Aspiring / Tititea,Q1210275,2475.0,3033.0,-44.384,168.728
Musala,Q209341,2473.0,2925.4,42.179167,23.585278
Mount Putnam,Q6923096,2470.0,3642.0,44.4183,-72.6383
Mount Marriott,Q22546474,2470.0,8937.0,50.45388889,-122.51
Mount McDonald,Q6922097,2470.0,2700.0,-72.5,166.6
Jiaozi Snow Mountain,Q16241859,2470.0,4223.0,26.08555556,102.86444444
Monte Shipton,Q6022495,2469.0,2469.0,-54.6592,-69.5983
Mount Greylock,Q1587225,2464.0,1064.0,42.6375,-73.166666666
Skihist Mountain,Q7535139,2463.0,2968.0,50.187777777,-121.903333333
Chair Mountain,Q14684375,2461.0,12727.0,39.1581,-107.282
Mount Elgon,Q732838,2458.0,4321.0,1.1185,34.5265
Masherbrum,Q854295,2457.0,7821.0,35.6425,76.310833333
Mount Hubbard,Q612894,2457.0,4557.0,60.319166666,-139.071388888
Mount Ida,Q83659,2456.0,2456.0,35.226388888,24.770713888
Mount Tamalpais,Q785665,2456.0,784.0,37.9291,-122.578
Cerro Tristeza,Q5064992,2456.0,2596.0,10.08416667,-63.95833333
Mount Saint Nicholas,Q6519953,2456.0,9381.0,48.3916,-113.55
Whetstone Mountain,Q14685188,2456.0,12527.0,38.8222,-106.98
Pico Naiguatá,Q7191016,2455.0,2765.0,10.54333333,-66.7825
Mount Bazardüzü,Q725591,2454.0,4466.0,41.23429,47.83674
Redondo Peak,Q7306186,2454.0,11258.0,35.871963888,-106.560577777
Bison Peak,Q4918375,2451.0,12432.0,39.2381,-105.498
Dempo,Q1186618,2450.0,3173.0,-4.03,103.13
Mount Rogers,Q688645,2449.0,1825.0,36.659841666,-81.544558333
Miller Mountain,Q16895181,2449.0,8736.0,38.065555555,-118.191666666
Burnt Peak,Q5000221,2448.0,5791.0,34.6825,-118.577
Saddleback Mountain,Q7397755,2448.0,4121.0,44.9367,-70.5031
South River Peak,Q14685104,2448.0,13154.0,37.5739,-106.982
Mayon Volcano,Q1484,2447.0,2462.0,13.256666666,123.685
Grandfather Mountain,Q833467,2444.0,1818.0,36.111111111,-81.811388888
Bairiga,Q4848635,2444.0,6882.0,29.16583333,96.72416667
Kuh-e Chuk Shakh,Q21760642,2444.0,4430.0,36.77833333,71.45166667
"Peak Pobeda, Sakha",Q745231,2443.0,3003.0,65.177266666,146.008644444
Mount Dulang-dulang,Q1264707,2440.0,2938.0,8.115277777,124.920833333
Annapurna II,Q449534,2437.0,7937.0,28.53495,84.12219
Galdhøpiggen,Q203942,2436.0,2468.854,61.633333333,8.3
Black Butte,Q4920454,2436.0,7455.0,39.7267,-122.872
Mount Magazine,Q515059,2435.0,839.0,35.167222222,-93.645
Mountain Merbabu,Q598893,2432.0,3142.0,-7.455,110.44
Mount Guero,Q14684981,2432.0,12058.0,38.7197,-107.386
Thompson Peak,Q7795764,2431.0,10751.0,44.141666666,-115.01
Mount Ratz,Q6923153,2430.0,3090.0,57.3931,-132.303
Grossglockner,Q3388,2428.0,3798.0,47.074528,12.69385
Nevado Sajama,Q272593,2428.0,6542.0,-18.108055555,-68.883055555
Roque de los Muchachos,Q956785,2423.0,2426.0,28.754166666,-17.884722222
Elliott Knob,Q5365681,2423.0,4463.0,38.1664,-79.3144
Mount Erciyes,Q126804,2419.0,3916.0,38.531666666,35.45
Mount Dana,Q1862168,2417.0,13061.0,37.8999,-119.221
Stratton Mountain,Q7622272,2410.0,,43.0862,-72.9252
Antora Peak,Q14684295,2409.0,13275.0,38.325,-106.218
Mount Odin,Q6922480,2409.0,2971.0,50.551666666,-118.129166666
Mount Constitution,Q6920229,2407.0,734.0,48.67756,-122.83111
Bushnell Peak,Q14684345,2405.0,,38.3414,-105.889
Profitis Ilias,Q21874612,2405.0,2405.0,36.9527567,22.350325
Nun-Kun Massif,Q120285,2404.0,7135.0,33.98,76.021666666
Nun,Q1537198,2404.0,7135.0,33.98,76.02166667
Cotopaxi volcano,Q181476,2404.0,5897.0,-0.680555555,-78.437777777
Mount Catherine,Q1140642,2404.0,2637.0,28.510833333,33.955277777
Independence Peak,Q2387852,2402.0,6940.0,38.511111111,72.354166666
Kūh-e Zendeh,Q812681,2400.0,3490.0,28.075833333,60.011111111
Zenobia Peak,Q14685202,2395.0,9022.0,40.6069,-108.87
Qurnat as Sawda',Q311330,2393.0,3088.0,34.3,36.116666666
Dhaulagiri II,Q1207614,2391.0,7751.0,28.76299,83.38795
Thabana Ntlenyana,Q733132,2390.0,3482.0,-29.466666666,29.266666666
Otemanu,Q1945409,2385.0,727.0,-16.5,-151.73333
Mount Columbia,Q1858093,2383.0,3747.0,52.1475,-117.440555555
East Spanish Peak,Q5329410,2383.0,12688.0,37.393627777,-104.919719444
Big Southern Butte,Q4906398,2380.0,7550.0,43.4014,-113.024
Makalu,Q169986,2378.0,8485.0,27.889166666,87.088611111
Mount Kazbek,Q207680,2373.0,5033.0,42.696944444,44.518888888
Escudilla Mountain,Q5397433,2372.0,10916.0,33.91672,-109.11063
Trinity Mountain,Q18681224,2371.0,9451.0,43.598888888,-115.428888888
Poco Likang,Q1236222,2370.0,2370.0,-8.65,120.45
Mount Cook,Q1144570,2365.0,4196.0,60.1819444,-139.9808333
,Q28724780,2365.0,,-7.238525,109.890884
Yangra,Q1660406,2359.0,7422.0,28.391666666,85.127222222
Mount Olympus,Q80344,2355.0,2917.727,40.083333333,22.35
Mount Queen Bess,Q3861891,2355.0,3298.0,51.2717,-124.568
Jargalant Hayrhan,Q27702350,2353.0,3796.0,47.666666666,92.5
Mount Pico,Q928681,2351.0,2351.0,38.468611111,-28.399166666
Gerlachovský štít,Q81213,2349.0,2655.0,49.164166666,20.133888888
Sleepy Cat Peak,Q14685093,2348.0,10853.0,40.1275,-107.534
Thousand Lake Mountain,Q7797053,2346.0,,38.416963888,-111.479211111
Traveler Mountain,Q7835984,2346.0,3540.0,46.0728,-68.8448
Cho Oyu,Q170089,2344.0,8188.0,28.094166666,86.660833333
Llullaillaco,Q214916,2344.0,6723.0,-24.719722222,-68.536666666
Hüiten Peak,Q1091113,2342.0,4374.0,49.145833333,87.819166666
Tavan Bogd,Q143008,2342.0,4082.0,49.145833333,87.819166666
Atlasov Island,Q757314,2339.0,2339.0,50.859722222,155.559444444
Alaid,Q1866016,2339.0,2285.0,50.858888888,155.557222222
Mount Konocti,Q3321907,2339.0,4305.0,38.9746,-122.766
Mount Roraima,Q4777,2338.0,2810.0,5.141944444,-60.764166666
Twilight Peak,Q7857997,2338.0,13163.0,37.663055555,-107.726944444
Crane Mountain,Q22072663,2336.0,8451.0,42.06281835,-120.24083202
Mount Popomanaseu,Q760819,2335.0,2335.0,-9.70374,160.060713
Ulawun,Q74158,2334.0,2334.0,-5.05,151.333333333
Gora Kurumdy,Q5584351,2334.0,6614.0,39.455933,73.566734
Mount Shaw,Q6923587,2330.0,2990.0,43.743938888,-71.274111111
Snow Mountain,Q7548279,2329.0,3960.0,45.2915,-70.7093
Mount Sanford,Q1638692,2328.0,4949.0,62.213888888,-144.128888888
Mount Tahat,Q822326,2328.0,2908.0,23.288888888,5.533611111
Mount Lister,Q3861688,2325.0,4025.0,-78.066666666,162.683333333
Tomichi Dome,Q7818878,2325.0,11471.0,38.485,-106.529
Mount Washburn,Q1431845,2323.0,3122.0,44.7975,-110.433333333
Saddle Mountain,Q7397701,2323.0,3288.0,45.9691,-123.685
Sat Peak,Q25379640,2323.0,5921.0,39.236235,71.910928888
Mulanje Massif,Q1510436,2319.0,3002.0,-15.9,35.65
Mount Dubois,Q23950192,2319.0,13565.0,37.78333333,-118.34305556
Larch Mountain,Q6488761,2316.0,2664.0,46.98732,-123.13765
Mount Gaudry,Q6920868,2315.0,2315.0,-67.5333,-68.6167
Mount Tom White,Q46913071,2314.0,3411.0,60.651797222,-143.697225
Gunsight Mountain (Montana),Q8531062,2312.0,9258.0,48.6192,-113.753
Farallones de Cali,Q8538001,2309.0,4050.0,3.34,-76.695833333
Taranaki Maunga,Q850051,2308.0,2518.0,-39.296388888,174.064722222
Hotaka Mountains,Q656026,2307.0,3190.0,36.28916667,137.64805556
Crater Peak,Q5182631,2307.0,11333.0,39.0397,-107.663
Wheeler Peak,Q2566649,2305.0,3982.0,38.9861,-114.313
Saser Kangri,Q2102394,2304.0,7672.0,34.833333333,77.733333333
Rincon Peak,Q49068579,2302.0,8482.0,32.12063,-110.52313
Mount Harrison,Q6921068,2298.0,9265.0,42.314722222,-113.658888888
Twin Sisters Peaks,Q7858300,2298.0,11433.0,40.288888888,-105.518333333
Sinktanneyak Mountain,Q49074106,2297.0,4675.0,68.3367,-158.4736
Bill Williams Mountain,Q24192701,2296.0,9259.0,35.20013256,-112.20521298
Mount Sikaram,Q3631196,2295.0,4755.0,34.038333333,69.9025
Quail Mountain,Q7268499,2293.0,1772.0,34.0072,-116.241
Mount Malindang,Q262298,2290.0,2402.0,8.2175,123.636666666
Cerro Marahuaca,Q286476,2289.0,2832.0,3.66,-65.40666667
Mount Ulysses,Q3548164,2289.0,3024.0,57.346388888,-124.092777777
Haramosh Peak,Q944184,2286.0,7406.0,35.841388888,74.897777777
Mount Silverheels,Q8526460,2283.0,13829.0,39.339166666,-106.005277777
Black Mountain,Q4921337,2280.0,,43.6065,-73.531
Finsteraarhorn,Q15127,2278.0,4274.0,46.5373553,8.1260907
Vulture Peak,Q7943595,2278.0,9638.0,48.8372,-114.024
Beerenberg,Q814113,2277.0,2277.0,71.079666666,-8.155880555
Olallie Butte,Q7083059,2275.0,7219.0,44.821694444,-121.763944444
Lone Cone (Colorado),Q14684908,2273.0,12618.0,37.8881,-108.256
Kaçkar Dağı,Q1641126,2272.0,3932.0,40.83547,41.16131
Melimoyu,Q3108968,2272.0,2440.0,-44.075833333,-72.86
Mount Shir (Yazd Province),Q7498197,2271.0,4055.0,31.603888888,54.066111111
Mount Ascutney,Q2260149,2270.0,,43.444516666,-72.453702777
Eagle Peak,Q5325193,2266.0,9801.0,33.6769,-108.577
Wildspitze,Q679277,2261.0,3768.0,46.885277777,10.867222222
Kibby Mountain,Q8524387,2260.0,3654.0,45.4187,-70.5443
Otgontenger,Q1572208,2259.0,4008.0,47.636708333,97.502288888
Pik Chimtarga,Q4120737,2259.0,5489.0,39.197777777,68.195
Dansketinden,Q11498303,2257.0,2842.0,72.125,-24.955
Doddabetta,Q336749,2256.0,2637.0,11.402416666,76.736722222
Blue Mountain Peak,Q885798,2256.0,2256.0,18.046666666,-76.579166666
Bear Mountain,Q4876502,2251.0,6415.0,41.7962,-123.672
Mount Rossel,Q6923304,2250.0,2250.0,-72.6,31.0333
Wedge Mountain,Q7230315,2249.0,2895.0,50.133055555,-122.793333333
Tanks Peak,Q14685116,2247.0,8726.0,40.4258,-108.766
Mount Zwischen,Q14685012,2246.0,,37.7911,-105.455
Mount Hope,Q6921286,2242.0,3239.0,-69.759722222,-64.555277777
Mont Orohena,Q512465,2241.0,2241.0,-17.623055555,-149.476944444
Younts Peak,Q8528647,2241.0,12156.0,43.982222222,-109.866666666
Nevado de Toluca,Q673994,2240.0,4680.0,19.108761,-99.755608
Kinsman Mountain,Q6414295,2240.0,4358.0,44.123,-71.7367
Snake Mountain (North Carolina),Q8536024,2240.0,5564.0,36.3311,-81.7075
Karun Kuh,Q19318947,2240.0,6977.0,36.61,75.0808
Mount Kita,Q961873,2239.0,3193.0,35.67432,138.23874
Mount Nyenchen Tanglha,Q1109058,2239.0,7162.0,30.38886944,90.56030278
Mount Jinfo,Q3321893,2238.0,2238.0,29.06666667,107.3
Piz Bernina,Q15132,2236.0,4048.0,46.382388888,9.908111111
Mesahchie Peak,Q14713819,2235.0,8795.0,48.5786,-120.88
Black Mountain,Q14684318,2234.0,11649.0,38.7183,-105.687
Kawagarbo,Q621247,2232.0,6740.0,28.43833333,98.68333333
Mount Taibai,Q6924020,2232.0,3750.0,33.9458,107.745
Pik Semionova Tien-Shanskogo,Q20619813,2231.0,4895.0,42.521162,74.571662
East Mountain,Q5329018,2230.0,3439.0,44.6647,-71.7702
Pik BAM,Q4362531,2230.0,3072.6,56.865236111,117.579811111
Mount Mestas,Q14684996,2229.0,11573.0,37.5828,-105.147
Mount Kosciuszko,Q178167,2228.0,2228.0,-36.4558303,148.2635105
Mount Fitzpatrick,Q8530032,2227.0,10907.0,42.7261,-110.777
Mount Choqa,Q3862440,2225.0,4100.0,10.71333333,37.84833333
Kangto,Q6362901,2225.0,7090.0,27.865,92.5325
Snowy Mountain,Q7548744,2225.0,3899.0,43.7003,-74.386
Mount Carrigain,Q6920061,2223.0,4683.0,44.0936,-71.4468
Baldpate Mountain,Q4850466,2220.0,,44.6092,-70.8951
Bloody Dick Peak,Q19600546,2217.0,9790.0,45.47444444,-112.97916667
Kwatna Peak,Q123375119,2215.0,2280.0,52.070277777,-126.959444444
Lyon Mountain,Q3321929,2212.0,1170.0,44.7037,-73.8646
Zhupanovsky,Q1112205,2210.0,2923.0,53.59,159.3147
Outlook Peak,Q3887576,2210.0,1920.0,79.74,-91.4
Chapman Peak,Q5073302,2206.0,2859.0,48.9631,-114.024
Caliente Mountain,Q5019902,2206.0,5109.0,35.0364,-119.76
Mount Wilbur,Q8521793,2202.0,10821.0,58.739761111,-137.317655555
Sandstone Peak,Q7416955,2201.0,949.0,34.1203,-118.932
Mount Crillon,Q6920297,2199.0,12726.0,58.662225,-137.171427777
Pelican Butte,Q7161387,2196.0,8037.0,42.513416666,-122.145277777
Mount Foraker,Q1179471,2195.0,5304.0,62.9608,-151.398
Golden Hinde,Q1633809,2195.0,2195.0,49.6628,-125.747
Malubiting,Q1803926,2193.0,7458.0,36.038888888,74.900833333
Mount Rockwell,Q8532700,2192.0,9272.0,48.4433,-113.451
Mount Tūtoko,Q8527426,2191.0,2723.0,-44.5925,168.0125
Tolbachik,Q48784,2190.0,3682.0,55.83,160.33
Baker Mountain,Q4849184,2190.0,3521.0,45.571,-69.3938
Mount Süphan,Q1433508,2189.0,4058.0,38.92983,42.82959
Grass Mountain,Q5597446,2189.0,3100.0,43.0529,-73.2234
Eldorado Peak,Q5354112,2188.0,8868.0,48.5374,-121.134
Steel Mountain,Q18679683,2188.0,9730.0,43.746944444,-115.3175
Boulter Peak,Q49015028,2188.0,,40.003611111,-112.197222222
Peavine Peak,Q7158489,2186.0,8269.0,39.586919444,-119.932138888
Cerro Pintado,Q257173,2181.0,3660.0,10.458881565,-72.903561264
Hochkönig,Q262545,2181.0,2941.0,47.420805555,13.063166666
Keele Peak,Q1737731,2177.0,2972.0,63.431388888,-130.323888888
Broken Top,Q658484,2175.0,2797.0,44.082894444,-121.699761111
Kahiltna Dome,Q14680087,2175.0,12411.0,63.055,-151.236
Owens Peak,Q7114739,2173.0,8452.0,35.738261111,-117.996969444
Korab,Q912579,2169.0,2764.0,41.7903,20.5467
Korab,Q211616,2169.0,2753.0,41.790277777,20.546666666
Mount Pahia,Q31745463,2169.0,,-16.5,-151.75
Nevado de Chañi,Q6746083,2166.0,5949.0,-24.063333333,-65.745833333
Dufourspitze,Q3403,2165.0,4634.0,45.9369238,7.866757
Heart Mountain,Q5692037,2163.0,8123.0,44.665555555,-109.119166666
Grass Mountain,Q5597444,2163.0,3607.0,44.4236,-123.674
Saltoro Kangri,Q728639,2160.0,7742.0,35.399578333,76.847516666
Hunter Mountain,Q5944482,2160.0,,42.1779,-74.2304
Mount Wow,Q29627163,2160.0,,46.7784415,-121.9017688
Elk Mountain (Colorado),Q14684477,2159.0,11424.0,40.1619,-106.128
Carbon Peak,Q14951221,2159.0,12088.0,38.79416667,-107.04305556
Gasherbrum,Q187138,2155.0,8080.0,35.724444444,76.696388888
North Yolla Bolly Mountain,Q22078033,2155.0,7868.0,40.19611111,-122.97361111
Razorback Mountain,Q7299643,2153.0,3183.0,51.590555555,-124.690833333
Buldir Volcano,Q3390548,2152.0,2152.0,52.349439,175.909439
Citadel Mountain,Q5122383,2150.0,9035.0,48.6322,-113.655
Jay Mountain,Q14951268,2149.0,3600.0,44.31972222,-73.69111111
Nat Ma Taung,Q3495742,2148.0,3070.0,21.233594444,93.903061111
Hawksbill Mountain,Q5685253,2148.0,,38.5553,-78.3953
Mount Odin,Q1439530,2147.0,2147.0,66.55,-65.433333333
Kangju Kangri,Q19459387,2147.0,6725.0,33.7233,78.5283
Tebulosmta,Q768463,2145.0,4493.0,42.573333333,45.311944444
Noijin Kangsang,Q1848559,2145.0,7206.0,28.9475,90.179166666
Monte Pissis,Q586212,2145.0,6795.0,-27.755277777,-68.799166666
Mount Takahe,Q358755,2144.0,3460.0,-76.3,-112.1
Mount Aragats,Q203568,2143.0,4090.0,40.523055555,44.195277777
Mount Tahan,Q187315,2140.0,2187.0,4.631111111,102.234444444
Hoher Dachstein,Q686841,2136.0,2995.0,47.475168,13.605735
Mount Wilbur,Q6924582,2136.0,9326.0,48.8056,-113.739
Big Moose Mountain,Q4906029,2133.0,3196.0,45.4842,-69.7117
Ghamubar Zom,Q19344333,2133.0,6518.0,36.59,73.341666666
Mount Ellen,Q3321816,2132.0,,44.1598,-72.9288
Aj Bogd,Q4699476,2132.0,3802.0,44.79916667,95.24
Mount Stone,Q14713832,2132.0,6612.0,47.6064,-123.267
Marmolada,Q203241,2131.0,3343.0,46.424444444,11.85
Punta Penia,Q3925700,2130.0,3343.0,46.4344,11.8496
Mount Orizaba,Q6922604,2127.0,2127.0,33.3751,-118.42
Mount Deception,Q14680148,2126.0,11539.0,63.15833,-150.53083
Veten Mountain,Q7756143,2123.0,2123.0,-72.6167,-3.83333
Mount Farnham,Q6920728,2123.0,3493.0,50.488888888,-116.486944444
Kinyeti,Q948298,2120.0,3187.0,3.9475,32.908888888
Cerro Nube Flane,Q2946767,2120.0,3720.0,16.21402,-96.18237
Hart Mountain,Q1587016,2117.0,2444.0,42.4597,-119.741
Marapi,Q1960702,2116.0,2891.0,-0.380555555,100.473333333
Mount Turner,Q22556335,2116.0,8694.0,58.999722222,-137.2825
Picacho del Diablo,Q3817471,2115.0,3096.0,30.990833333,-115.375
Cerro de la Majadita,Q8344277,2113.0,6280.0,-30.41667,-69.73333
Lookout Mountain,Q39074796,2112.0,8018.0,44.288888888,-118.495277777
Brasstown Bald,Q842924,2108.0,1458.0,34.874197222,-83.810652777
San Antonio Mountain,Q15274746,2108.0,10912.0,36.875,-106.0
Mount Foster,Q1950472,2105.0,2105.0,-62.996666666,-62.548611111
West Mountain,Q7986038,2104.0,6912.0,40.0888,-111.822
Mount Markham,Q1412427,2103.0,4602.0,-82.85,161.35
Parângu Mare,Q897451,2103.0,2519.0,45.340277777,23.540833333
Aneroid Mountain,Q39046227,2102.0,9662.0,45.20321,-117.17461
Algonquin Peak,Q4724340,2100.0,5115.0,44.1436,-73.9867
Bald Mountain,Q4850334,2099.0,,39.4439,-105.969
Pic Macaya,Q2659710,2097.0,2347.0,18.3825,-74.025
Zard Kuh,Q147826,2095.0,4221.0,32.364444444,50.0775
Pik Skalisty,Q13166235,2095.0,5621.0,39.619543888,70.71885
Hilgard Mountain,Q18152952,2093.0,11538.0,38.684,-111.544
Parbati Parbat,Q20191138,2093.0,6633.0,32.090065,77.732606
Kitt Peak,Q1333532,2092.0,2097.0,31.963966666,-111.599836111
Unicorn Peak,Q3549948,2091.0,2125.0,46.745,-121.7
Cerro Castillo,Q5064873,2088.0,2675.0,-46.065,-72.2075
Thirtynine Mile Mountain,Q14685122,2088.0,11553.0,38.8322,-105.555
Chomolhari,Q1076018,2086.0,7326.0,27.824166666,89.27
Mount Assiniboine,Q1818436,2086.0,3618.0,50.869722222,-115.651111111
Ausangate,Q777794,2085.0,6384.0,-13.788611111,-71.231111111
Mount Mantalingajan,Q1950593,2085.0,2085.0,8.818333333,117.669722222
Elko Mountain,Q19880410,2085.0,,40.89437,-115.62979
Coliseum Mountain,Q22522253,2083.0,6677.0,52.52,-116.08527778
Mount Satima,Q6923490,2081.0,4001.0,-0.34972222,36.61666667
Mount Kearsarge,Q6921615,2080.0,2937.0,43.3834,-71.857
Phou Bia,Q239485,2079.0,2819.0,18.983333333,103.133333333
Ngoc Linh,Q7022474,2079.0,2598.0,15.066666666,107.983333333
Cayambe,Q754734,2075.0,5790.0,0.0239,-77.9888
Dunheger,Q4170852,2075.0,3315.0,45.2,90.9
El Altar volcano,Q988603,2072.0,5319.0,-1.664166666,-78.411111111
Opala,Q2580453,2070.0,2475.0,52.543055555,157.335
Cerro Las Minas,Q1055875,2069.0,2849.0,14.534166666,-88.68
Doubletop Mountain,Q5300163,2069.0,3489.0,45.9359,-69.0612
Pedra da Mina,Q2328821,2068.0,2798.0,-22.42825,-44.84305
Mount Lola,Q8526099,2068.0,9148.0,39.4331,-120.365
Cerro Macá,Q3116465,2066.0,2300.0,-45.105833333,-73.169166666
Jacque Peak,Q14684652,2065.0,13211.0,39.4544,-106.198
Mount Bona,Q48691,2064.0,5040.0,61.3856,-141.749
Viso,Q1248,2062.0,3841.0,44.6675,7.091666666
Queen Mary's Peak,Q2062890,2062.0,2062.0,-37.11175,-12.287805555
Chamar,Q5069463,2061.0,7165.0,28.55527778,84.94527778
Sara Sara,Q2652409,2060.0,5505.0,-15.323527777,-73.449361111
Elephant Mountain,Q5359342,2060.0,3772.0,44.7682,-70.7817
Black Dome,Q4920677,2060.0,,42.2701,-74.1226
Lindita Peak,Q49044363,2060.0,7910.0,61.343888888,-146.6075
Triglav,Q1024,2059.0,2864.0,46.378333,13.836667
Mount Guiting-Guiting,Q389889,2058.0,2058.0,12.413888888,122.567777777
Brown Mountain,Q4976213,2058.0,,42.363333333,-122.271388888
Mount Xuebaoding,Q6924687,2057.0,5588.0,32.67583333,103.84666667
Mount Murphy,Q358124,2055.0,2703.0,-75.3,-110.7
Mount Drum,Q3467623,2050.0,3660.0,62.1161,-144.638
Mount Hanang,Q8535884,2050.0,3420.0,-4.435,35.4
Leavitt Peak,Q6510805,2049.0,11573.0,38.2862,-119.651
Williams Peak (Colorado),Q14685191,2049.0,,39.8775,-106.206
Calar Gallinero,Q115800430,2049.0,,37.254722222,-2.516388888
Mount Dawson,Q3321802,2045.0,3377.0,51.1517,-117.421
Barre des Écrins,Q30480,2045.0,4102.0,44.922161111,6.359547222
High Knob,Q5755794,2043.0,4223.0,36.8926,-82.6296
Gass Peak,Q24191659,2043.0,6943.0,36.400555555,-115.180277777
Moldoveanu Peak,Q746524,2042.0,2544.0,45.599438888,24.736211111
Daxue Mountain,Q5242748,2041.0,3500.0,24.1117,99.64
Salt Pond Mountain,Q7405917,2041.0,4361.0,37.4085,-80.4945
Api,Q4779782,2040.0,7132.0,30.005277777,80.929722222
Mount Loolmalasin,Q25226860,2040.0,3682.0,-3.05166667,35.81666667
Lefka Ori,Q1137982,2038.0,2454.0,35.292778,24.031667
Snaefell,Q147557,2037.0,621.0,54.263288,-4.461618
Jezercë,Q1032440,2036.0,2694.0,42.442222222,19.812777777
Makushin Volcano,Q1058508,2036.0,1800.0,53.886318,-166.91112041
Nevado del Ruiz,Q233351,2035.0,5389.0,4.895277777,-75.3225
Pauhunri,Q7148872,2035.0,7128.0,27.953333333,88.8425
Mount Osceola,Q6922609,2034.0,4315.0,44.001613888,-71.535613888
Carpenter Mountain,Q14708778,2029.0,5353.0,44.3017,-122.137
Yerupajá,Q529797,2028.0,6635.0,-10.268889,-76.905278
Mount Kaweah,Q6921611,2027.0,13807.0,36.5261,-118.478
Mae West Peaks,Q6729053,2026.0,6732.0,32.1,-110.122
Pico de São Tomé,Q1471391,2024.0,2024.0,0.266666666,6.533333333
San Pedro,Q2742687,2024.0,6145.0,-21.887777777,-68.391388888
Noshaq,Q271700,2024.0,7492.0,36.431666666,71.828333333
Tapuae-o-Uenuku,Q6924042,2022.0,2885.0,-41.995833333,173.6625
Säntis,Q15224,2021.0,2501.0,47.249167,9.343333
Mount Calowahcan,Q6919955,2021.0,9061.0,47.3828,-113.919
Red Table Mountain,Q14685074,2017.0,12043.0,39.4181,-106.771
Socompa,Q422765,2015.0,6051.0,-24.393333333,-68.256111111
Mount Tapulao,Q2393780,2015.0,2037.0,15.4833,120.1166
Mount Forest,Q30603339,2013.0,,44.47111111,-71.19944444
Mount Athos,Q130321,2012.0,2033.0,40.158333333,24.327222222
Boundary Bald Mountain,Q4949912,2010.0,3638.0,45.7668,-70.2038
Mount Edith Cavell,Q510573,2007.0,3363.0,52.667222222,-118.056666666
Koh-i Belandtarin,Q133878995,2006.0,6421.0,37.1475,73.2158333
Mount Tlingit,Q123474891,2006.0,12606.0,58.893055555,-137.393888888
Nemjung,Q6991183,2005.0,7140.0,28.735,84.41666667
