country,place,pop,year,source
US,Boston,672973,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Detroit,649095,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Louisville, Kentucky",641962,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Portland, Oregon",635109,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Memphis, Tennessee",609647,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Baltimore,569997,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Milwaukee,562407,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Albuquerque, New Mexico",556588,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fresno, California",555549,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Tucson, Arizona",548371,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Sacramento, California",536449,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Atlanta,529110,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Kansas City, Missouri",521220,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Mesa, Arizona",513656,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Raleigh, North Carolina",506306,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Colorado Springs, Colorado",494743,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Miami,489812,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Omaha, Nebraska",488797,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Virginia Beach, Virginia",453737,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Long Beach, California",450469,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Oakland, California",440838,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Minneapolis,430324,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Bakersfield, California",422165,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Tulsa, Oklahoma",416209,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Tampa, Florida",413554,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Aurora, Colorado",410053,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Arlington, Texas",402134,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Wichita, Kansas",400987,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Cleveland,363608,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,New Orleans,362154,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Henderson, Nevada",353289,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Honolulu,341868,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Anaheim, California",341008,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Orlando, Florida",333888,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lexington, Kentucky",329751,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Stockton, California",324597,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Newark, New Jersey",323808,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Riverside, California",323057,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Irvine, California",318764,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Corpus Christi, Texas",317247,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Santa Ana, California",315586,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Cincinnati,314367,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Greensboro, North Carolina",308667,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Pittsburgh,307632,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Saint Paul, Minnesota",306684,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Durham, North Carolina",305561,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Jersey City, New Jersey",302013,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lincoln, Nebraska",301522,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"North Las Vegas, Nevada",296653,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Plano, Texas",293028,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Gilbert, Arizona",287285,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Anchorage, Alaska",287155,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Madison, Wisconsin",286233,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Reno, Nevada",283621,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Chandler, Arizona",278748,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,St. Louis,278144,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Chula Vista, California",275533,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fort Wayne, Indiana",275203,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Buffalo, New York",274613,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lubbock, Texas",273071,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Laredo, Texas",269515,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Port St. Lucie, Florida",268062,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"St. Petersburg, Florida",264033,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Toledo, Ohio",263423,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Glendale, Arizona",260572,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Winston-Salem, North Carolina",257271,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Irving, Texas",257076,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Chesapeake, Virginia",255332,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Garland, Texas",249625,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Scottsdale, Arizona",243006,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Boise, Idaho",238429,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Richmond, Virginia",237257,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Frisco, Texas",236955,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Cape Coral, Florida",236264,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"McKinney, Texas",236001,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Huntsville, Alabama",233627,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Norfolk, Virginia",231013,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Hialeah, Florida",230968,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Spokane, Washington",230783,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Tacoma, Washington",229816,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Santa Clarita, California",228430,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fremont, California",226442,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Baton Rouge, Louisiana",222795,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"San Bernardino, California",222044,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fontana, California",221223,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Modesto, California",219652,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,Salt Lake City,218428,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Moreno Valley, California",214263,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Worcester, Massachusetts",213862,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Sioux Falls, South Dakota",213748,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Yonkers, New York",212603,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Des Moines, Iowa",212086,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Grand Prairie, Texas",209434,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fayetteville, North Carolina",209120,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Little Rock, Arkansas",206427,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Rochester, New York",206108,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Amarillo, Texas",205130,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Tallahassee, Florida",204902,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Overland Park, Kansas",203677,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Columbus, Georgia",202171,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Knoxville, Tennessee",202021,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Augusta, Georgia",201999,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Grand Rapids, Michigan",201183,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Peoria, Arizona",200881,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Mobile, Alabama",200824,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Vancouver, Washington",199698,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Oxnard, California",199651,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Birmingham, Alabama",195893,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Providence, Rhode Island",195310,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Montgomery, Alabama",195300,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Chattanooga, Tennessee",194144,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Brownsville, Texas",192957,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Huntington Beach, California",191451,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Tempe, Arizona",190571,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Akron, Ohio",189691,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Clarksville, Tennessee",188829,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fort Lauderdale, Florida",188677,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Glendale, California",187160,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Ontario, California",187013,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Elk Grove, California",185007,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Cary, North Carolina",183582,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Newport News, Virginia",183230,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Salem, Oregon",181779,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Aurora, Illinois",181505,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Santa Rosa, California",179437,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Eugene, Oregon",178618,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Rancho Cucamonga, California",177856,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Pembroke Pines, Florida",176714,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Shreveport, Louisiana",175902,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Surprise, Arizona",175304,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fort Collins, Colorado",171500,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Murfreesboro, Tennessee",171178,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Oceanside, California",170483,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Garden Grove, California",170455,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lancaster, California",170084,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Springfield, Missouri",169847,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Denton, Texas",169431,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Roseville, California",167302,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Killeen, Texas",161883,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Palmdale, California",161845,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Paterson, New Jersey",161793,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Corona, California",161734,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Alexandria, Virginia",160662,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Charleston, South Carolina",159423,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Salinas, California",159134,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Kansas City, Kansas",157805,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Macon, Georgia",157556,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Hayward, California",157113,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Hollywood, Florida",157019,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lakewood, Colorado",156927,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Sunnyvale, California",156577,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Springfield, Massachusetts",154702,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Bellevue, Washington",154193,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Naperville, Illinois",153114,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Bridgeport, Connecticut",152273,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Joliet, Illinois",152241,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Mesquite, Texas",150693,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"McAllen, Texas",150640,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Olathe, Kansas",150025,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Savannah, Georgia",149440,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Gainesville, Florida",148671,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Pasadena, Texas",148539,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Palm Bay, Florida",148092,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Pomona, California",147807,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Waco, Texas",147788,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Thornton, Colorado",147766,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Midland, Texas",147615,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Rockford, Illinois",147384,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Columbia, South Carolina",147035,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Visalia, California",146541,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Escondido, California",146030,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Syracuse, New York",144896,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lakewood Township, New Jersey",143765,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Meridian, Idaho",142988,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Miramar, Florida",142570,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Elizabeth, New Jersey",141675,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Victorville, California",141395,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Round Rock, Texas",141282,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Jackson, Mississippi",141196,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Stamford, Connecticut",139535,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lewisville, Texas",139006,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Coral Springs, Florida",138783,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"New Haven, Connecticut",138774,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fullerton, California",138675,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Torrance, California",138391,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Orange, California",138365,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Cedar Rapids, Iowa",137935,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"West Valley City, Utah",137491,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Hampton, Virginia",137315,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Warren, Michigan",137138,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Dayton, Ohio",136688,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fargo, North Dakota",136275,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Pasadena, California",135804,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Kent, Washington",134871,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Carrollton, Texas",134562,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Sterling Heights, Michigan",133931,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Santa Clara, California",133446,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Abilene, Texas",131588,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Norman, Oklahoma",130943,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Columbia, Missouri",130851,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Pearland, Texas",129930,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Clovis, California",129347,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"North Charleston, South Carolina",129245,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Athens, Georgia",128612,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"College Station, Texas",127472,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"West Palm Beach, Florida",127189,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Wilmington, North Carolina",126809,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Allentown, Pennsylvania",126044,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Topeka, Kansas",125795,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lakeland, Florida",125520,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Buckeye, Arizona",125445,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Goodyear, Arizona",125359,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Broken Arrow, Oklahoma",124991,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Simi Valley, California",124861,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Rochester, Minnesota",124292,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lafayette, Louisiana",123311,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Vallejo, California",123287,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Concord, California",123261,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Arvada, Colorado",122901,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Odessa, Texas",122707,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Cambridge, Massachusetts",122588,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"New Braunfels, Texas",122492,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Fairfield, California",122489,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Ann Arbor, Michigan",122233,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Thousand Oaks, California",122230,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Hartford, Connecticut",121981,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Berkeley, California",121911,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Independence, Missouri",121675,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Billings, Montana",121239,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"High Point, North Carolina",120571,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Nampa, Idaho",120384,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Lowell, Massachusetts",119971,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"League City, Texas",119905,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Conroe, Texas",119564,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Antioch, California",118958,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Menifee, California",118592,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Richardson, Texas",118542,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
US,"Pompano Beach, Florida",117211,2025,"wikipedia(List_of_United_States_cities_by_population, Census Bureau est. 2025-07-01)"
